,left_WHOLE_NAME,left_UID,similarity,right_Company CIK Key,right_Company Name
5128, INMOBILIARIA EL PRESON S A DE C V,339091,0.63774484,1498012,"LA VILLA INMOBILIARIA, S.A. DE C.V."
5129, INMOBILIARIA PASADENA LTDA.,83639,0.60480154,1498012,"LA VILLA INMOBILIARIA, S.A. DE C.V."
5130, IAC INTERNATIONAL INC,232101,0.669021,1351171,LAB INTERNATIONAL INC
5131, NIA INTERNATIONAL,2436802,0.6012904,1351171,LAB INTERNATIONAL INC
5132,Hala FARAJ,3398401,0.6067207,913785,LAFARGE
5133, DANIEL,1955894,0.64324915,1676501,LAGAN DANIEL
5134, ERA FUND LIMITED LIABILITY COMPANY,6916288,0.71747184,1219070,LAGO LIMITED LIABILITY CO
5135, USM LIMITED LIABILITY COMPANY,6920452,0.69069284,1219070,LAGO LIMITED LIABILITY CO
5136, AUCTION LIMITED LIABILITY COMPANY,2377549,0.679794,1219070,LAGO LIMITED LIABILITY CO
5137, LIMITED LIABILITY COMPANY ATLANT S,6919898,0.6658042,1219070,LAGO LIMITED LIABILITY CO
5138, LIMITED LIABILITY COMPANY GARANT-SV,2473678,0.6403207,1219070,LAGO LIMITED LIABILITY CO
5139, SOLLERS-FINANCE LIMITED LIABILITY COMPANY,6920439,0.63414866,1219070,LAGO LIMITED LIABILITY CO
5140, LIMITED LIABILITY COMPANY INTER TOBACCO,6592232,0.63190246,1219070,LAGO LIMITED LIABILITY CO
5141, SEPTEM CAPITAL LIMITED LIABILITY COMPANY,6920425,0.6287181,1219070,LAGO LIMITED LIABILITY CO
5142, SETELEM BANK LIMITED LIABILITY COMPANY,2259235,0.6252038,1219070,LAGO LIMITED LIABILITY CO
5143, LIMITED LIABILITY COMPANY INSPIRA INVEST A,6919912,0.62259597,1219070,LAGO LIMITED LIABILITY CO
5144, VTB REAL ESTATE LIMITED LIABILITY COMPANY,1998400,0.6210782,1219070,LAGO LIMITED LIABILITY CO
5145, SOVCOMCARD LIMITED LIABILITY COMPANY,6920620,0.61695504,1219070,LAGO LIMITED LIABILITY CO
5146, BUSINESS-FINANCE LIMITED LIABILITY COMPANY,2396181,0.6163487,1219070,LAGO LIMITED LIABILITY CO
5147, LIMITED LIABILITY COMPANY MORTRANSSERVICE,6471145,0.6140017,1219070,LAGO LIMITED LIABILITY CO
5148, LIMITED LIABILITY COMPANY OZON BANK,6919914,0.60430634,1219070,LAGO LIMITED LIABILITY CO
5149, LIMITED LIABILITY COMPANY BREMINO GROUP,6279820,0.60409755,1219070,LAGO LIMITED LIABILITY CO
5150, GMCS MANAGEMENT LIMITED LIABILITY COMPANY,6919817,0.60028064,1219070,LAGO LIMITED LIABILITY CO
5151, BLUE LAGOON GROUP LTD,3765636,0.63342714,1595140,LAGOON GROUP CORP.
5152,Neil Christopher PRAKASH,2416257,0.6100334,1511919,LAIL CHRISTOPHER T
5153, REEM PHARMACEUTICAL,3312046,0.7564547,1071272,LAM PHARMACEUTICAL CORP
5154, OYSTER INVESTMENTS LLC,4992912,0.6301477,1605395,"LAMAR INVESTMENTS, LLC"
5155, AMBER,1268094,0.61822295,1280863,LAMBERT IAN D
5156, AMBER,1268094,0.6123769,1379339,LAMBERT MARK
5157, ALEL TECHNOLOGIES LLC,5837124,0.637418,1301468,LAMINAR TECHNOLOGIES LLC
5158, CASPIAN AIRLINES,2407093,0.659168,1047716,LAN AIRLINES SA
5159, DAVAR SHIPPING CO LTD,1657149,0.62874925,1360002,LANCAT SHIPPING CO LTD
5160, HERMIS SHIPPING SA,2373614,0.6044178,1626330,LANCE SHIPPING S.A.
5161, HERMIS SHIPPING SA,2373613,0.6044178,1626330,LANCE SHIPPING S.A.
5162, HERMIS SHIPPING SA,1979842,0.6044178,1626330,LANCE SHIPPING S.A.
5163, CEMENT INDUSTRY INVESTMENT AND DEVELOPMENT COMPANY,1031034,0.6167853,1064859,LAND DEVELOPMENT INC
5164, DANIEL,1955894,0.6243276,1526300,LANDERS DANIEL
5165, ALDAR PROPERTIES,6702918,0.64651334,1200432,LANDSTAR PROPERTIES INC
5166, DANIEL,1955894,0.67831576,1016796,LANE DANIEL D
5167, THEODOROS,3805907,0.6908165,1366988,LANES THEODORE
5168, COCHAN HOLDINGS LLC,6823343,0.64074737,1312072,LANGAN HOLDINGS LLC
5169,Stephen LO,2093295,0.6170899,1388843,LANNING STEPHEN L
5170, DAVAR SHIPPING CO LTD,1657149,0.6095261,1360003,LANSAT SHIPPING CO LTD
5171, CHINA ELECTRONICS CORPORATION,253648,0.66040194,1210627,LAR ELECTRONICS CORP
5172,Martin Gregory MARKS,594173,0.6378357,1421041,LARBERG GREGORY MARTIN
5173, IAC INTERNATIONAL INC,232101,0.6161666,1109745,LARSEN INTERNATIONAL INC
5174, STARS COMMUNICATIONS LTD,2357179,0.63632625,1228125,LAS COMMUNICATIONS INC
5175, SMILE TECHNOLOGIES SA,4992724,0.74455,1505243,LAST MILE TECHNOLOGIES LLC
5176, SMILE TECHNOLOGIES SA LLC,4992914,0.7168586,1505243,LAST MILE TECHNOLOGIES LLC
5177, SMILE TECHNOLOGIES CANADA LTD,4993076,0.6301449,1505243,LAST MILE TECHNOLOGIES LLC
5178, ALEL TECHNOLOGIES LLC,5837124,0.6035888,1505243,LAST MILE TECHNOLOGIES LLC
5179, STARS COMMUNICATIONS LTD,2357179,0.6384898,1411413,LASTMILE COMMUNICATIONS LTD
5180,Aung AUNG,4303160,0.60486317,1160319,LAUN GERA
5181, DANIEL,1955894,0.65712494,1670960,LAURE DANIEL
5182, A T E INTERNATIONAL LTD,7302,0.60547197,1528960,LAUREATE EDUCATION INTERNATIONAL LTD.
5183, TROLL PROPERTIES INC,3012058,0.6416,1167276,LAUREL PROPERTIES INC
5184, A T E INTERNATIONAL LTD,7302,0.6055474,1226630,LAUREL RIDGE INTERNATIONAL LTD
5185, IAC INTERNATIONAL INC,232101,0.61141026,1195116,LAURIER INTERNATIONAL INC
5186, FINANCIAL CORPORATION FINCORP CA,4211084,0.72868186,748358,LAWSON FINANCIAL CORPORATION
5187, RUSSIAN FINANCIAL CORPORATION,2246506,0.6677245,748358,LAWSON FINANCIAL CORPORATION
5188, FINANCIAL CORPORATION FINCORP INTERNATIONAL SA,4211083,0.66659325,748358,LAWSON FINANCIAL CORPORATION
5189, DANIEL,1955894,0.6098343,1314383,LAY DANIEL M
5190,Dayma SULAYMAN,3398562,0.60108286,1270328,LAY MARY
5191, A T E INTERNATIONAL LTD,7302,0.60067713,1634490,"LAYNE INTERNATIONAL, LLC"
5192, BOM ASSET MANAGEMENT LTD,2399587,0.66359264,1050471,LAZARD ASSET MANAGEMENT LTD
5193, AZAR INVESTMENT,4566425,0.6648458,1279135,LAZARD INVESTMENTS LLC
5194, LAZARUS GROUP,2493099,0.6315419,1413363,LAZARUS GEORGE J
5195, AZAR INVESTMENT,4566425,0.63054174,1584642,"LAZARUS INVESTMENTS, LLC"
5196, LAZARUS GROUP,2493099,0.6150343,1551644,LAZARUS LEE
5197, REEM PHARMACEUTICAL,3312046,0.6065364,1691082,LB PHARMACEUTICALS INC.
5198, INDUSTRIAL BANK,1066562,0.6644671,1662126,"LBA NC CORE INDUSTRIAL, L.P."
5199, BENA PROPERTIES,1501408,0.6173904,1047954,LBA PROPERTIES INC
5200, BM HOLDING AG,2398307,0.6828251,1562492,"LBM HOLDINGS, LLC"
5201, IAC INTERNATIONAL INC,232101,0.72023433,1016229,LCC INTERNATIONAL INC
5202, SPI INTERNATIONAL,5644930,0.65171534,899760,LCI INTERNATIONAL INC
5203, SPI INTERNATIONAL,5644929,0.65171534,899760,LCI INTERNATIONAL INC
5204, SPI INTERNATIONAL,5644868,0.65171534,899760,LCI INTERNATIONAL INC
5205, IAC INTERNATIONAL INC,232101,0.6347115,899760,LCI INTERNATIONAL INC
5206, U I INTERNATIONAL,34626,0.63015115,899760,LCI INTERNATIONAL INC
5207, SONEX INVESTMENTS LTD,4400919,0.6465795,1027331,LCO INVESTMENTS LTD
5208, ALL ENERGY INVESTMENTS LTD,3562451,0.613604,1027331,LCO INVESTMENTS LTD
5209, D.G.D. INVESTMENTS LTD.,3713003,0.60915774,1027331,LCO INVESTMENTS LTD
5210, CHINA TELECOMMUNICATIONS CORPORATION,263450,0.6097317,1234293,LDMI TELECOMMUNICATIONS INC
5211, SMILE TECHNOLOGIES SA,4992724,0.7604243,1178973,LE TECHNOLOGIES LLC
5212, ALEL TECHNOLOGIES LLC,5837124,0.7489113,1178973,LE TECHNOLOGIES LLC
5213, SMILE TECHNOLOGIES SA LLC,4992914,0.7350482,1178973,LE TECHNOLOGIES LLC
5214, SMILE TECHNOLOGIES CANADA LTD,4993076,0.6435801,1178973,LE TECHNOLOGIES LLC
5215, SES INTERNATIONAL CORP,226922,0.71629035,1404702,LEACH INTERNATIONAL CORP
5216," DES INTERNATIONAL CO., LTD.",6138077,0.60242826,1404702,LEACH INTERNATIONAL CORP
5217," DES INTERNATIONAL CO., LTD.",6138072,0.60242826,1404702,LEACH INTERNATIONAL CORP
5218," DES INTERNATIONAL CO., LTD.",6138056,0.60242826,1404702,LEACH INTERNATIONAL CORP
5219," DES INTERNATIONAL CO., LTD.",6138031,0.60242826,1404702,LEACH INTERNATIONAL CORP
5220, A T E INTERNATIONAL LTD,7302,0.6367742,1587453,LEAD FAME INTERNATIONAL LTD
5221, INTERNATIONAL INDUSTRIAL DEVELOPMENT BANK,1102535,0.62351555,1381033,LEADER INDUSTRIAL DEVELOPMENT LTD
5222, ALEL TECHNOLOGIES LLC,5837124,0.7093714,1168693,LEAR TECHNOLOGIES LLC
5223, DANIEL,1955894,0.6122685,1592518,LEARY DANIEL
5224, ALEL TECHNOLOGIES LLC,5837124,0.6086878,849354,LEC TECHNOLOGIES INC
5225, SES INTERNATIONAL CORP,226922,0.6254739,1466108,LEDGETECH INTERNATIONAL CORP
5226,Andrew KAN,6246108,0.60101366,1371678,LEE ANDREW K
5227, DANIEL,1955894,0.6723435,1550325,LEE DANIEL J
5228, DANIEL,1955894,0.6532326,1477100,LEE DANIEL K
5229, DANIEL,1955894,0.6630683,1209589,LEE DANIEL R
5230, DANIEL,1955894,0.7336769,1408134,LEE DANIEL
5231, WESTLINE ENTERPRISES INC,3012067,0.650143,58361,LEE ENTERPRISES INC
5232, WESTLINE ENTERPRISES INC,3012067,0.650143,58361,"LEE ENTERPRISES, INC"
5233, AMAN HOLDING COMPANY,4870165,0.61125815,1533909,"LEE HOLDING COMPANY, L.P."
5234, REEM PHARMACEUTICAL,3312046,0.69513804,58411,LEE PHARMACEUTICALS
5235, LLC VEB VENTURES,5306003,0.6257603,1213254,LEEB VENTURES LLC
5236, SADRA RESEARCH CENTER,4910028,0.6057401,945506,LEGAL RESEARCH CENTER INC
5237, ALEL TECHNOLOGIES LLC,5837124,0.6054808,1328148,LEHIGH TECHNOLOGIES LLC
5238, ALEL TECHNOLOGIES LLC,5837124,0.6054808,1368592,LEHIGH TECHNOLOGIES LLC
5239, IAC INTERNATIONAL INC,232101,0.6419666,1086319,LEK INTERNATIONAL INC
5240, CK INTERNATIONAL LTD,3747404,0.60975885,1086319,LEK INTERNATIONAL INC
5241, CK INTERNATIONAL LTD,3747403,0.60975885,1086319,LEK INTERNATIONAL INC
5242, DANIEL,1955894,0.63364303,1256733,LENDER DANIEL
5243,Sung Jun CHA,3584622,0.619357,1476321,LENG JUN
5244, NIMR INTERNATIONAL L.L.C.,6603412,0.60145247,1564030,"LENNAR INTERNATIONAL, LLC"
5245, NIMR INTERNATIONAL L.L.C.,6603410,0.60145247,1564030,"LENNAR INTERNATIONAL, LLC"
5246, NIMR INTERNATIONAL L.L.C.,6603407,0.60145247,1564030,"LENNAR INTERNATIONAL, LLC"
5247, SARINA,939139,0.616454,1320350,LENSAR INC
5248, FINANCIAL CORPORATION FINCORP CA,4211084,0.61435497,923567,LEONARD FINANCIAL CORPORATION
5249, RUSSIAN FINANCIAL CORPORATION,2246506,0.6003453,923567,LEONARD FINANCIAL CORPORATION
5250,Leonard LAI,2740787,0.65863186,1255548,LEONARD LISA
5251, SONG WON,2035541,0.68309486,1392158,LEONG WONG CHEE
5252, THEODOROS,3805907,0.60704136,1452645,LEONSIS THEODORE
5253, EP-MMA,4250538,0.6509031,1500012,"LEP-MMI, LLC"
5254, DANIEL,1955894,0.60559404,1379451,LERNER DANIEL J
5255,Daniel Maurice LOUIE,2295003,0.6352495,1694641,LERNER DANIEL MAURICE
5256, ARVIN,939153,0.6107561,1207591,LESSER MARVIN E
5257, AQUA SHIPPING LTD,2751981,0.6212204,1592462,LETITIA SHIPPING LTD
5258, AQUA SHIPPING LTD,2751934,0.6212204,1592462,LETITIA SHIPPING LTD
5259, VIANA,939150,0.62586415,1578844,LEV IAN
5260," LEVERAGE, S.A.",49450,0.69846535,1414355,LEVERAGE INC
5261," LEVERAGE, S.A.",49450,0.6480311,1473525,"LEVERAGESOURCE, L.P."
5262, IAC INTERNATIONAL INC,232101,0.6047797,1389624,LEVERET INTERNATIONAL INC.
5263, D.G.I. ISRAEL LTD,216346,0.61347735,1216446,LEVI ISRAEL
5264, DANIEL,1955894,0.62285364,1702955,LEVIN DANIEL D
5265, DANIEL,1955894,0.61244744,1240590,LEVIN DANIEL J
5266, DANIEL,1955894,0.61334264,1243224,LEVINE DANIEL L
5267, NEGAR,939136,0.61363477,1183191,LEVINE GARY I
5268, NEGAR,939136,0.6053797,1282498,LEVINE GARY W
5269, ARVIN,939153,0.63118637,1526642,LEVINE MARVIN J
5270,Stephen LO,2093295,0.634349,1136469,LEVINE STEPHEN L
5271, SMILEWALLET LLC,4992916,0.60033196,1245419,LEW ALLEN
5272, DANIEL,1955894,0.60759676,1333896,LEW DANIEL
5273, GERTLER FAMILY FOUNDATION,3713019,0.6484764,1430883,LEWIS FAMILY FOUNDATION
5274, PARS OIL CO.,2041675,0.6245836,1524557,LEWIS OIL CO
5275, SES INTERNATIONAL CORP,226922,0.6345868,894531,LEXICO RESOURCES INTERNATIONAL CORP/
5276, REY INVESTMENT COMPANY,2041729,0.6353164,868228,"LEXINGTON INVESTMENT COMPANY, INC."
5277,Joshua MALINGA,75767,0.6854675,1635601,LEY JOSHUA MARC
5278, AMAN HOLDING COMPANY,4870165,0.6273478,1292922,"LFS HOLDING COMPANY, LLC"
5279, ELECTRONICS INSTITUTE,553016,0.65484464,948343,LG ELECTRONICS INC
5280, IRAN ELECTRONICS INDUSTRIES,599153,0.6140677,948343,LG ELECTRONICS INC
5281, A T E INTERNATIONAL LTD,7302,0.6689758,1540804,LGIM INTERNATIONAL LTD
5282, CK INTERNATIONAL LTD,3747404,0.66143024,1540804,LGIM INTERNATIONAL LTD
5283, CK INTERNATIONAL LTD,3747403,0.66143024,1540804,LGIM INTERNATIONAL LTD
5284, STARS INTERNATIONAL LTD,2357183,0.6222271,1540804,LGIM INTERNATIONAL LTD
5285, STARS INTERNATIONAL LTD,2357182,0.6222271,1540804,LGIM INTERNATIONAL LTD
5286,Chi Fu CHANG,13693,0.6450022,1513084,LI FU CHAO
5287,Chi Fu CHANG,13693,0.6450022,1513084,LI FUCHAO
5288, CHONG BONG,2957278,0.65953386,1407513,LI HONGBO
5289,Jing SONG,6675603,0.75171584,1414001,LI JINGSONG
5290,Leonard LAI,2740787,0.68448955,1282127,LI LEONARD L
5291,Bingxuan JI,838972,0.7622534,1555975,LI MINGXUAN
5292, THEODOROS,3805907,0.7306911,1100322,LI THEODORE S
5293,Ali WANUS,3292325,0.62565714,1412642,LI WANSHOU
5294,Xiaohong MA,2509665,0.7673125,1428146,LI XIAO HONG
5295,Jian ZHANG,3614455,0.73086965,1279330,LIANG JAMES JIANZHANG
5296,Sang Jun JI,3584626,0.6675254,1524014,LIANG JUN
5297,Sung Jun CHA,3584622,0.6093246,1524014,LIANG JUN
5298,Fangwei LI,1055025,0.7128538,1675965,LIANG WEI
5299,Baolong XIA,338167,0.60714865,1506660,LIANG XIAOLEI
5300, TALIBAN,7257,0.75954646,1474515,"LIBAN, INC."
5301, LIBERTY SHIPPING CO LTD,3802347,0.7101424,1442841,LIBERTY SHIPPING GROUP LLC
5302, ARASH SHIPPING ENTERPRISES LIMITED,1625133,0.64387536,1404496,LIBRA SHIPPING ENTERPRISES CORP
5303, ARTA SHIPPING ENTERPRISES LIMITED,1793580,0.64318806,1404496,LIBRA SHIPPING ENTERPRISES CORP
5304, SIMATIC DEVELOPMENT CO,1629765,0.7082497,1396376,LIC DEVELOPMENT LLC
5305, SES INTERNATIONAL CORP,226922,0.67954606,1564610,"LIDO INTERNATIONAL, CORP."
5306, SMILE TECHNOLOGIES SA,4992724,0.60441774,727737,LIFE TECHNOLOGIES INC
5307, STREAM,1794065,0.61502075,1123424,LIFESTREAM INC
5308, SMILEWALLET LLC,4992916,0.61117595,1683762,"LIFEWALLET, LLC"
5309, REEM PHARMACEUTICAL,3312046,0.61106706,886163,LIGAND PHARMACEUTICALS
5310, LIGHT MOON,6918113,0.6232117,1482524,LIGHT MARK
5311, LIKE WISE,6410570,0.70016676,1438806,LIKEWISE SOFTWARE INC
5312, TARA LIMITED,3806000,0.6760436,701985,LIMITED INC
5313, T E G LIMITED,34659,0.6427484,701985,LIMITED INC
5314, CEC LIMITED,2026619,0.6396532,701985,LIMITED INC
5315, KALA LIMITED,1273749,0.6218724,701985,LIMITED INC
5316, DINRIN LIMITED,6007832,0.6165859,701985,LIMITED INC
5317, GORGE LIMITED,3805911,0.61626637,701985,LIMITED INC
5318, CHARSO LIMITED,3713001,0.61348957,701985,LIMITED INC
5319, S-CAPE LIMITED,3806001,0.6133777,701985,LIMITED INC
5320, SALINA,1268129,0.6649168,1484122,LIN ALING
5321, LINDA,6784509,0.6915252,940156,LIN DAVID
5322, DIGITAL MEDIA LAB,1793804,0.82096297,1582793,LIN DIGITAL MEDIA LLC
5323," DANDONG DONGYUAN INDUSTRIAL CO., LTD.",3660750,0.605029,1458720,LIN DONGDONG
5324,Stephen LO,2093295,0.6208002,1516134,LIN STEPHEN
5325, SES INTERNATIONAL CORP,226922,0.6574447,59544,LINCOLN INTERNATIONAL CORP
5326," DES INTERNATIONAL CO., LTD.",6138077,0.60833836,59544,LINCOLN INTERNATIONAL CORP
5327," DES INTERNATIONAL CO., LTD.",6138072,0.60833836,59544,LINCOLN INTERNATIONAL CORP
5328," DES INTERNATIONAL CO., LTD.",6138056,0.60833836,59544,LINCOLN INTERNATIONAL CORP
5329," DES INTERNATIONAL CO., LTD.",6138031,0.60833836,59544,LINCOLN INTERNATIONAL CORP
5330, IAC INTERNATIONAL INC,232101,0.61792696,870782,LINCOLN NATIONAL INTERNATIONAL FUND INC
5331, CHINA TELECOMMUNICATIONS CORPORATION,263450,0.64649135,320446,LINCOLN TELECOMMUNICATIONS CO
5332, A T E INTERNATIONAL LTD,7302,0.7157845,1459473,LINDEN INTERNATIONAL LTD
5333, CK INTERNATIONAL LTD,3747404,0.70771104,1459473,LINDEN INTERNATIONAL LTD
5334, CK INTERNATIONAL LTD,3747403,0.70771104,1459473,LINDEN INTERNATIONAL LTD
5335, STARS INTERNATIONAL LTD,2357183,0.6657648,1459473,LINDEN INTERNATIONAL LTD
5336, STARS INTERNATIONAL LTD,2357182,0.6657648,1459473,LINDEN INTERNATIONAL LTD
5337, GREEN CAR RENT LIMITED PARTNERSHIP,376041,0.60303265,1369300,LINDEN LIMITED PARTNERSHIP
5338, NEW LINE EXCHANGE TRUST CO,1427661,0.6380269,1406534,LINE EXCHANGE LTD
5339, ALEL TECHNOLOGIES LLC,5837124,0.6556248,1301945,"LINEAL TECHNOLOGIES, INC."
5340,Mingjin HAO,772554,0.6199681,1584447,LING JINGEN
5341, SONG WON,2035541,0.6844395,1304693,LING WONG PECK
5342,Min KANG,3584627,0.6306875,1257246,LINK ANDRE
5343, INFORMATION SYSTEMS IRAN,1322711,0.78134537,1049263,LINK INFORMATION SYSTEMS INC
5344, ABAR PETROLEUM SERVICE SAL,4400912,0.66428924,1483763,LINK PETROLEUM SERVICES LTD.
5345, IAC INTERNATIONAL INC,232101,0.60136944,1656654,"LINKID INTERNATIONAL, INC."
5346, KB INVESTMENTS LIMITED,3806034,0.6135342,1471775,"LINTON INVESTMENTS, LIMITED PARTNERSHIP"
5347, A T E INTERNATIONAL LTD,7302,0.67808163,1638176,"LION POINT INTERNATIONAL, LTD"
5348, CK INTERNATIONAL LTD,3747404,0.6704334,1638176,"LION POINT INTERNATIONAL, LTD"
5349, CK INTERNATIONAL LTD,3747403,0.6704334,1638176,"LION POINT INTERNATIONAL, LTD"
5350, STARS INTERNATIONAL LTD,2357183,0.6306966,1638176,"LION POINT INTERNATIONAL, LTD"
5351, STARS INTERNATIONAL LTD,2357182,0.6306966,1638176,"LION POINT INTERNATIONAL, LTD"
5352, SPI INTERNATIONAL,5644930,0.6100024,1093800,"LION-GRI INTERNATIONAL, INC"
5353, SPI INTERNATIONAL,5644929,0.6100024,1093800,"LION-GRI INTERNATIONAL, INC"
5354, SPI INTERNATIONAL,5644868,0.6100024,1093800,"LION-GRI INTERNATIONAL, INC"
5355, A T E INTERNATIONAL LTD,7302,0.6044305,1176276,LIONORE MINING INTERNATIONAL LTD
5356, DAVAR SHIPPING CO LTD,1657149,0.6375058,1511883,LIPATI SHIPPING CO LTD
5357, JUI PANG SHIPPING CO LTD,4526404,0.61462146,1511883,LIPATI SHIPPING CO LTD
5358, DANIEL,1955894,0.6376607,1257572,LIS DANIEL T
5359, DANIEL,1955894,0.6051494,1596011,LISTER DANIEL R
5360, EP-IEC,1845211,0.60380435,1347063,LITTLE PIE CO LTD
5361,Jing HE,3521386,0.643706,1547514,LIU JINGHE
5362,Liujun HUO,3344068,0.74634576,1175187,LIU JUN
5363,Liujun HUO,3344068,0.74634576,1514831,LIU JUN
5364,Liujun HUO,3344068,0.74634576,1541437,LIU JUN
5365,Liujun HUO,3344068,0.85472727,1488302,LIU JUNHUA
5366,Jianshu ZHOU,3168767,0.61844707,1553973,LIU SHUZHONG
5367,Lei ZHANG,2026577,0.6601456,1258235,LIU WEI ZHANG
5368, SHINING PATH,3007,0.63157946,1704119,"LIVINGPATH, INC."
5369, IAC INTERNATIONAL INC,232101,0.63810366,1046692,LJ INTERNATIONAL INC
5370, MARSHALL CAPITAL PARTNERS,2514671,0.6812806,1663221,"LL CAPITAL PARTNERS I, L.P."
5371, MARSHALL CAPITAL PARTNERS,2514671,0.72461325,859991,LL CAPITAL PARTNERS LP
5372,Ismael ISMAEL,1957749,0.6974124,1699491,LLERA ISMAEL
5373, TOVASE DEVELOPMENT CORP,5280920,0.61315405,1028663,LMS DEVELOPMENT CORP
5374, DANIEL,1955894,0.7151505,1479712,LO DANIEL
5375, ALEL TECHNOLOGIES LLC,5837124,0.6280497,1694914,LOANSTAR TECHNOLOGIES LLC
5376, ANGLO-CARIBBEAN CO LTD,51628,0.60504717,1041128,LOCKHART CARIBBEAN CORP
5377, REEM PHARMACEUTICAL,3312046,0.6013879,1391772,LOCUS PHARMACEUTICALS INC
5378, DANIEL,1955894,0.62047994,1606709,LOE DANIEL E
5379, SES INTERNATIONAL CORP,226922,0.6027595,948727,LOGAN INTERNATIONAL CORP/CN
5380, IAC INTERNATIONAL INC,232101,0.6195433,1282534,LOMOND INTERNATIONAL INC
5381, FINANCIAL CORPORATION FINCORP CA,4211084,0.63378036,1004961,LONDON FINANCIAL CORP
5382, EP-ICE,1843636,0.630302,1180076,LONE PICEA L P
5383, EP-ICE,1843636,0.630302,1180076,"LONE PICEA, L.P."
5384, SIERRA,4647226,0.70567155,1315598,LONE SIERRA L P
5385, SIERRA,4647226,0.70567155,1315598,"LONE SIERRA, L.P."
5386, STARS GROUP HOLDING,2357181,0.60986423,1171326,LONESTAR GROUP HOLDINGS CO
5387, STARS INTERNATIONAL LTD,2357183,0.7187227,1468192,"LONESTAR PARTNERS INTERNATIONAL, LTD."
5388, STARS INTERNATIONAL LTD,2357182,0.7187227,1468192,"LONESTAR PARTNERS INTERNATIONAL, LTD."
5389,Mingjin HAO,772554,0.6973308,1381032,LONG JING JING
5390,Kang Jin KIM,3623514,0.64297056,1381032,LONG JING JING
5391, IAC INTERNATIONAL INC,232101,0.6410538,1082562,"LONG-E INTERNATIONAL, INC."
5392, TADBIR ECONOMIC DEVELOPMENT GROUP,2041510,0.6184596,1620526,"LONG-ECONOMIC DEVELOPMENT ADVISORS, LLC"
5393, A T E INTERNATIONAL LTD,7302,0.66827106,1338499,LONGACRE INTERNATIONAL LTD
5394, CK INTERNATIONAL LTD,3747404,0.6190409,1338499,LONGACRE INTERNATIONAL LTD
5395, CK INTERNATIONAL LTD,3747403,0.6190409,1338499,LONGACRE INTERNATIONAL LTD
5396,Kong PO,978075,0.6315456,919043,LONGPORT INC
5397, SUN PROPERTIES LLC,5147815,0.6293145,1635343,"LOOMAN PROPERTIES, LLC"
5398,Samark Jose LOPEZ BELLO,3325020,0.6232343,1574722,LOPEZ BERT
5399,Damaso LOPEZ NUNEZ,902620,0.7302855,1500795,LOPEZ NUNEZ JOSE
5400, IAC INTERNATIONAL INC,232101,0.60446185,1096345,LORACA INTERNATIONAL INC
5401, NIA INTERNATIONAL,2436802,0.6042163,1096345,LORACA INTERNATIONAL INC
5402, LINDA,6784509,0.6105457,1424983,LORE LINDA
5403,Luis Enrique CALLE SERNA,378071,0.60891116,1656242,LORES ENRIQUE
5404, IAC INTERNATIONAL INC,232101,0.6273519,1605107,"LORICA INTERNATIONAL, INC."
5405, NIA INTERNATIONAL,2436802,0.6270971,1605107,"LORICA INTERNATIONAL, INC."
5406, INFORMATION SYSTEMS IRAN,1322711,0.7101582,925538,LORONIX INFORMATION SYSTEMS INC
5407, BOM ASSET MANAGEMENT LTD,2399587,0.7920077,1410583,LP ASSET MANAGEMENT LTD
5408, FINANCIAL CORPORATION FINCORP CA,4211084,0.63670796,80386,LPL FINANCIAL CORPORATION
5409, RUSSIAN FINANCIAL CORPORATION,2246506,0.6221886,80386,LPL FINANCIAL CORPORATION
5410, TELEFOCUS CONSULTANTS INC,5832107,0.6035389,1178822,LPS CONSULTANTS INC
5411, INTERNATIONAL DIAMOND INDUSTRIES,216347,0.60814446,1467909,"LRM INDUSTRIES INTERNATIONAL, INC."
5412, GREEN CAR RENT LIMITED PARTNERSHIP,376041,0.63150984,788087,LRP INVESTMENT LIMITED PARTNERSHIP
5413, KALAI INDUSTRIES,4914618,0.6179489,763532,LSI INDUSTRIES INC
5414, SONEX INVESTMENTS LTD,4400919,0.60385406,702376,"LSM INVESTMENTS, LTD."
5415, STARS INTERNATIONAL LTD,2357183,0.60303044,1388914,"LSV MASTERS INTERNATIONAL, LTD."
5416, STARS INTERNATIONAL LTD,2357182,0.60303044,1388914,"LSV MASTERS INTERNATIONAL, LTD."
5417, A T E INTERNATIONAL LTD,7302,0.8197714,1496101,LT INTERNATIONAL LTD
5418, CK INTERNATIONAL LTD,3747404,0.8105251,1496101,LT INTERNATIONAL LTD
5419, CK INTERNATIONAL LTD,3747403,0.8105251,1496101,LT INTERNATIONAL LTD
5420, STARS INTERNATIONAL LTD,2357183,0.762485,1496101,LT INTERNATIONAL LTD
5421, STARS INTERNATIONAL LTD,2357182,0.762485,1496101,LT INTERNATIONAL LTD
5422, PANACEA INTERNATIONAL LTD,2570231,0.65279293,1496101,LT INTERNATIONAL LTD
5423, NIA INTERNATIONAL,2436802,0.63514096,1496101,LT INTERNATIONAL LTD
5424, SPI INTERNATIONAL,5644930,0.61119795,1496101,LT INTERNATIONAL LTD
5425, SPI INTERNATIONAL,5644929,0.61119795,1496101,LT INTERNATIONAL LTD
5426, SPI INTERNATIONAL,5644868,0.61119795,1496101,LT INTERNATIONAL LTD
5427, ARCH CONSULTING,6036387,0.7504976,1434902,LTECH CONSULTING LLC
